pid,year,provcd,age_,age2,gen,mar,rural,medsure_dum,edu,educ,wage,lnwage,inc1,job
410502101,2022,41,56,3136,1,0,1,1,2,9,30000,10.308986,30000,1
410504103,2022,41,47,2209,1,1,1,1,3,12,50000,10.819798,23500,1
410505104,2022,41,36,1296,0,1,1,1,2,9,30000,10.308986,16888,1
410509431,2022,41,64,4096,1,1,1,1,3,12,33492,10.419092,44893,1
410518101,2022,41,63,3969,1,1,1,1,3,12,5000,8.5173931,9066.667,1
410523101,2022,41,51,2601,0,1,1,1,2,9,36000,10.491302,13030,1
410539104,2022,41,44,1936,0,1,1,1,2,9,0,0,5714.2856,1
410541101,2022,41,45,2025,1,1,1,1,4,15,50000,10.819798,26000,1
410550101,2022,41,44,1936,1,1,1,1,2,9,125120,11.737037,30855,1
410559101,2022,41,45,2025,1,0,1,1,2,9,40000,10.59666,12755,1
410562701,2022,41,32,1024,1,1,1,1,5,16,250000,12.42922,113000,1
410563101,2022,41,60,3600,0,1,1,1,2,9,0,0,9700,1
410564102,2022,41,41,1681,1,1,1,1,1,6,30000,10.308986,13033.333,1
410568701,2022,41,32,1024,1,1,1,0,2,9,0,0,75000,1
410569101,2022,41,43,1849,1,1,1,1,2,9,54000,10.896758,14425,1
410570102,2022,41,40,1600,0,1,1,1,2,9,34750,10.455964,15761.667,1
410573551,2022,41,29,841,0,1,1,1,5,16,20000,9.9035378,10000,1
410579102,2022,41,58,3364,1,1,1,1,2,9,24000,10.085851,29233.334,1
410580581,2022,41,54,2916,1,0,1,0,1,6,500,6.2166061,14416.667,0
410584103,2022,41,32,1024,1,1,1,1,5,16,40000,10.59666,20000,1
410585102,2022,41,33,1089,1,1,1,1,3,12,60000,11.002116,21000,1
410589102,2022,41,52,2704,0,1,1,1,2,9,30000,10.308986,8000,1
410591101,2022,41,50,2500,1,1,1,1,0,0,36000,10.491302,12425,1
410624102,2022,41,48,2304,0,1,1,1,4,15,20000,9.9035378,35000,1
410628103,2022,41,43,1849,0,1,1,1,3,12,80000,11.289794,21666.666,1
410636431,2022,41,42,1764,1,1,0,1,5,16,70000,11.156265,26443.199,1
410644101,2022,41,54,2916,1,1,0,1,5,16,150000,11.918397,122000,1
410645103,2022,41,33,1089,0,1,0,1,3,12,25000,10.126671,11666.667,1
410647103,2022,41,35,1225,0,1,1,1,5,16,50000,10.819798,30000,1
410649101,2022,41,58,3364,1,1,1,1,3,12,3000,8.0067005,10000,1
410652102,2022,41,50,2500,1,1,0,1,3,12,20000,9.9035378,7768,1
410653102,2022,44,36,1296,0,1,1,1,5,16,170000,12.04356,75000,1
410656103,2022,41,54,2916,1,1,0,1,3,12,60000,11.002116,40133.332,1
410658101,2022,41,49,2401,0,1,1,1,3,12,36000,10.491302,20000,1
410668101,2022,41,52,2704,1,1,0,1,4,15,72000,11.184435,136500,1
410671101,2022,41,47,2209,0,1,1,1,5,16,70000,11.156265,33333.332,1
410678101,2022,41,49,2401,1,1,0,1,2,9,108000,11.589896,36733.332,1
410689105,2022,41,32,1024,1,1,1,1,3,12,140000,11.849405,63333.332,1
410691101,2022,41,52,2704,0,1,0,1,4,15,70000,11.156265,44866.668,1
410696103,2022,41,37,1369,1,0,0,1,4,15,8000,8.9873219,57566.668,1
410704103,2022,41,28,784,1,1,0,1,5,16,43000,10.668979,32000,1
410710101,2022,41,63,3969,1,1,0,1,2,9,21600,9.9804945,11600,1
410715101,2022,41,62,3844,0,1,0,1,3,12,1610,7.3846102,23412,0
410737101,2022,41,58,3364,1,1,1,1,3,12,24000,10.085851,16250,1
410745101,2022,41,51,2601,1,1,1,1,1,6,3300,8.1019812,10900,1
410746101,2022,41,48,2304,0,1,1,1,2,9,15000,9.6158724,23693.334,1
410751102,2022,41,57,3249,0,1,1,1,3,12,200000,12.206078,266666.66,1
410774103,2022,41,35,1225,1,1,1,1,2,9,11000,9.3057413,7017.1431,1
410778101,2022,44,48,2304,0,1,1,1,2,9,50000,10.819798,28125,1
410779103,2022,41,44,1936,1,1,1,1,2,9,65000,11.082158,29900,1
410796101,2022,41,62,3844,1,1,1,1,3,12,50000,10.819798,16666.666,1
410817102,2022,41,50,2500,1,1,1,1,2,9,50000,10.819798,26000,1
410819101,2022,41,40,1600,1,1,1,1,2,9,36000,10.491302,20000,1
410829104,2022,41,34,1156,0,1,1,1,2,9,48000,10.778977,14272.728,1
410831104,2022,41,37,1369,1,0,1,0,1,6,9000,9.1050911,14266.667,1
410832431,2022,41,27,729,0,1,1,1,1,6,30000,10.308986,11818.182,1
410838101,2022,41,58,3364,1,0,1,1,2,9,6000,8.6996813,34801,1
410843103,2022,41,42,1764,1,1,1,1,2,9,40000,10.59666,14000,1
410844102,2022,41,40,1600,1,1,1,1,1,6,40000,10.59666,26900,1
410846102,2022,41,35,1225,0,1,1,1,2,9,6000,8.6996813,20750,1
410847102,2022,41,48,2304,1,1,1,1,1,6,9000,9.1050911,5000,1
410849101,2022,41,34,1156,1,1,1,1,2,9,100000,11.512936,22583.334,1
410850104,2022,41,29,841,1,0,1,1,2,9,100000,11.512936,30041.428,1
410852101,2022,41,37,1369,0,1,1,1,1,6,3000,8.0067005,26500,1
410860103,2022,41,40,1600,1,1,1,1,2,9,48000,10.778977,16330,1
410869102,2022,41,38,1444,0,1,1,1,2,9,80000,11.289794,22016.666,1
410879102,2022,13,34,1156,1,1,1,1,2,9,36000,10.491302,26571.428,1
410880103,2022,41,47,2209,1,1,1,0,1,6,27000,10.203629,4860,1
410898102,2022,41,51,2601,1,1,1,1,4,15,40000,10.59666,21559.285,1
410900107,2022,41,35,1225,0,1,1,1,2,9,26000,10.165891,18750,1
410901101,2022,41,44,1936,1,1,1,1,2,9,52000,10.859018,38100,1
410903104,2022,41,32,1024,1,1,0,1,5,16,35000,10.463132,135833.33,1
410905101,2022,41,52,2704,0,1,1,1,4,15,32000,10.373523,14130,1
410920101,2022,41,42,1764,0,1,1,1,2,9,50000,10.819798,24000,1
410957102,2022,41,52,2704,1,1,1,1,0,0,80000,11.289794,20850,1
410959103,2022,41,31,961,0,1,0,1,5,16,52000,10.859018,49000,1
410966108,2022,41,25,625,0,0,1,1,4,15,8000,8.9873219,13600,1
410996102,2022,41,43,1849,1,1,1,1,1,6,48000,10.778977,15125,1
411004105,2022,41,27,729,0,1,1,1,2,9,70000,11.156265,75000,1
411010104,2022,41,32,1024,1,1,1,1,2,9,60000,11.002116,17575,1
411013101,2022,41,55,3025,0,1,1,1,0,0,19800,9.8934879,29052,1
411030101,2022,41,55,3025,0,0,1,1,1,6,21000,9.9523249,15012.5,1
411034108,2022,41,56,3136,0,1,1,1,3,12,35000,10.463132,21428.572,1
411035103,2022,41,45,2025,1,1,1,1,2,9,75000,11.225257,25000,1
411036101,2022,41,38,1444,0,1,1,1,2,9,20000,9.9035378,13333.333,1
411040101,2022,41,63,3969,1,0,1,1,1,6,6000,8.6996813,15000,1
411045103,2022,41,34,1156,1,1,1,1,3,12,80000,11.289794,18944,1
411050101,2022,41,60,3600,1,1,1,1,2,9,22000,9.9988432,23098,1
411051102,2022,44,48,2304,1,1,1,1,2,9,60000,11.002116,14180,1
411059101,2022,41,59,3481,1,1,1,1,1,6,20000,9.9035378,33333.332,1
411067102,2022,41,60,3600,0,1,0,1,3,12,30000,10.308986,83333.336,1
411069101,2022,41,31,961,0,1,1,1,5,16,20000,9.9035378,11480,1
411071104,2022,41,38,1444,0,1,0,1,3,12,0,0,16000,1
411074101,2022,41,47,2209,0,1,1,1,2,9,40800,10.616462,20000,1
411078102,2022,41,47,2209,0,1,1,1,3,12,29000,10.275085,30750,1
411086101,2022,41,54,2916,0,1,0,1,4,15,90000,11.407576,55000,1
411088103,2022,41,54,2916,0,0,0,1,2,9,24576,10.109567,27000,1
411090102,2022,41,47,2209,1,1,0,1,3,12,35000,10.463132,27500,1
411096104,2022,31,53,2809,0,1,1,1,1,6,29200,10.281959,17104,1
411122101,2022,41,52,2704,0,1,1,1,1,6,24000,10.085851,32375,1
411127102,2022,32,35,1225,1,1,1,0,2,9,23000,10.043293,8000,1
411132103,2022,41,60,3600,1,1,1,1,2,9,48000,10.778977,13840.2,1
411134101,2022,41,50,2500,0,1,1,1,2,9,36000,10.491302,25400,1
411138102,2022,41,59,3481,1,1,1,1,2,9,35000,10.463132,18014.285,1
411139103,2022,41,36,1296,0,1,1,1,2,9,30000,10.308986,20000,1
411140531,2022,41,52,2704,1,1,1,1,2,9,50000,10.819798,34650,1
411148103,2022,44,45,2025,1,1,1,1,3,12,60000,11.002116,26000,1
411151104,2022,41,51,2601,1,1,1,1,1,6,54000,10.896758,25266.666,1
411156104,2022,41,39,1521,1,1,1,1,3,12,60000,11.002116,14285.714,1
411168101,2022,41,48,2304,0,1,1,1,1,6,3000,8.0067005,44700,1
411179101,2022,41,54,2916,0,1,1,1,0,0,56200,10.936689,25300,0
411186101,2022,41,39,1521,1,1,1,1,5,16,42000,10.645449,12213.846,1
411187101,2022,41,57,3249,1,1,1,1,0,0,48000,10.778977,13000,1
411200551,2022,44,24,576,0,1,1,1,2,9,14000,9.5468836,14285.714,1
411227102,2022,41,41,1681,1,1,1,1,2,9,40000,10.59666,8408.333,1
411244105,2022,41,52,2704,0,0,1,1,4,15,91300,11.421917,38525,0
411250101,2022,41,45,2025,0,1,0,0,2,9,22400,10.016861,18750,1
411274101,2022,41,47,2209,0,1,0,1,3,12,26645,10.190394,22015,1
411295101,2022,41,39,1521,0,1,1,0,4,15,50000,10.819798,16000,1
411300101,2022,41,64,4096,1,1,1,1,2,9,12800,9.4572783,6980,1
411309102,2022,41,50,2500,0,0,1,1,1,6,35000,10.463132,17450,1
411314101,2022,41,62,3844,1,1,1,1,2,9,42000,10.645449,11285,1
411315104,2022,41,47,2209,1,0,1,0,2,9,21300,9.9665089,11990,1
411316102,2022,41,53,2809,0,0,1,1,1,6,23600,10.069044,14062.667,1
411317102,2022,41,39,1521,0,1,1,0,2,9,36000,10.491302,17046.666,1
411319102,2022,41,64,4096,1,1,1,1,2,9,10800,9.2873936,16850,1
411325601,2022,41,27,729,0,1,1,1,3,12,21000,9.9523249,50000,1
411335104,2022,41,36,1296,0,1,1,1,4,15,40000,10.59666,12884.667,1
411359101,2022,41,53,2809,1,1,1,1,2,9,30000,10.308986,20000,1
411392103,2022,41,31,961,1,1,1,1,3,12,33800,10.428246,15000,1
411404102,2022,33,60,3600,1,1,1,1,0,0,50000,10.819798,11840,1
411437102,2022,31,57,3249,1,1,1,1,3,12,36000,10.491302,30350,1
411468103,2022,31,46,2116,1,1,1,1,2,9,50000,10.819798,38375,1
411486101,2022,41,61,3721,0,0,1,0,2,9,7200,8.8819752,25000,1
411491102,2022,41,64,4096,1,1,1,1,3,12,30000,10.308986,10020,1
411504551,2022,41,58,3364,0,1,1,0,2,9,7000,8.8538084,7500,1
411511101,2022,41,64,4096,1,1,1,0,2,9,35000,10.463132,34840,1
411512101,2022,41,52,2704,1,1,1,1,1,6,24000,10.085851,19925,1
411515103,2022,41,50,2500,1,1,1,1,2,9,20000,9.9035378,14550,1
411523103,2022,41,41,1681,1,1,1,1,2,9,16500,9.7111759,15000,1
411545102,2022,41,50,2500,1,0,1,1,0,0,80000,11.289794,17580,1
411546101,2022,41,57,3249,1,1,1,1,1,6,40000,10.59666,46620,1
411550102,2022,41,51,2601,1,1,1,0,1,6,30000,10.308986,50000,1
411553101,2022,41,57,3249,1,1,1,1,2,9,37000,10.518701,18066.666,1
411562101,2022,41,48,2304,1,1,1,1,1,6,70000,11.156265,55375,1
411573102,2022,41,56,3136,1,1,1,1,0,0,32000,10.373523,10000,1
411578101,2022,41,56,3136,0,1,1,1,0,0,18000,9.7981825,6000,1
411591101,2022,41,60,3600,1,1,0,1,3,12,11000,9.3057413,29700,1
411592102,2022,41,54,2916,1,1,1,1,2,9,60000,11.002116,28571.428,1
411593101,2022,41,52,2704,0,1,1,1,1,6,48330,10.785829,57465,1
411602101,2022,41,62,3844,1,1,1,1,2,9,18000,9.7981825,7000,1
411609101,2022,41,43,1849,0,1,1,1,2,9,20000,9.9035378,12500,1
411617103,2022,41,47,2209,1,1,1,1,4,15,40000,10.59666,46666.668,1
411623101,2022,41,51,2601,0,1,0,1,4,15,63120,11.052809,34400,1
411638103,2022,41,50,2500,1,1,1,1,4,15,80000,11.289794,42933.332,1
411643101,2022,41,63,3969,1,1,1,0,3,12,24000,10.085851,21000,1
411644104,2022,41,49,2401,0,0,0,0,2,9,12000,9.392745,10700,1
411649103,2022,41,51,2601,1,0,1,1,2,9,18000,9.7981825,12500,1
411650101,2022,41,47,2209,1,1,1,1,2,9,24000,10.085851,7366.6665,1
411652101,2022,41,51,2601,0,0,0,0,2,9,4000,8.2943001,21140,0
411653102,2022,41,57,3249,1,1,0,1,2,9,38400,10.555839,34900,1
411656102,2022,41,54,2916,1,1,0,1,2,9,44000,10.691968,45000,1
411660103,2022,41,35,1225,0,1,0,1,4,15,36000,10.491302,20971.428,1
411668103,2022,41,52,2704,0,1,1,1,2,9,10800,9.2873936,16933.334,1
411669103,2022,41,40,1600,1,1,0,1,3,12,24000,10.085851,14000,1
411670102,2022,41,33,1089,0,0,0,1,4,15,30000,10.308986,25000,1
411675102,2022,41,50,2500,0,1,0,1,1,6,0,0,17833.334,1
411680102,2022,41,54,2916,0,1,1,1,4,15,38400,10.555839,25000,1
411684101,2022,41,44,1936,1,1,0,1,4,15,55000,10.915107,31160,1
411687102,2022,41,47,2209,1,1,0,1,3,12,80000,11.289794,66666.664,1
411689101,2022,41,49,2401,0,1,1,1,2,9,36000,10.491302,50000,1
411692101,2022,41,58,3364,0,0,1,1,2,9,21600,9.9804945,27600,0
411699102,2022,41,41,1681,0,1,0,1,4,15,36000,10.491302,23666.666,1
411701103,2022,41,34,1156,0,0,1,1,2,9,30000,10.308986,18000,1
411704102,2022,41,38,1444,1,1,1,1,4,15,139200,11.843675,49750,1
411711101,2022,41,56,3136,0,1,0,1,3,12,30000,10.308986,41266.668,1
411721102,2022,41,53,2809,0,1,1,1,5,16,150000,11.918397,54500,1
411730102,2022,41,58,3364,1,1,0,1,5,16,90000,11.407576,74100,1
411743102,2022,41,57,3249,0,1,1,1,2,9,6000,8.6996813,7325,1
411753104,2022,44,22,484,1,0,1,1,3,12,208000,12.245298,104000,1
411762101,2022,41,56,3136,1,1,1,1,1,6,60000,11.002116,38200,1
411764103,2022,41,24,576,1,0,1,1,5,16,45000,10.71444,42962.5,1
411773103,2022,37,34,1156,1,1,1,1,4,15,180000,12.100718,34285.715,1
411782101,2022,41,64,4096,1,1,1,1,3,12,34500,10.448744,15115,1
411821101,2022,41,35,1225,1,1,0,0,2,9,100000,11.512936,36166.668,1
411830101,2022,41,44,1936,0,1,0,1,4,15,31200,10.348206,16666.666,1
411834102,2022,41,59,3481,1,1,1,1,3,12,43000,10.668979,50000,1
411835102,2022,41,57,3249,1,1,0,1,4,15,51800,10.855165,41146.668,1
411841101,2022,41,48,2304,0,1,1,1,5,16,140000,11.849405,66666.664,1
411843101,2022,41,53,2809,1,1,0,1,3,12,15000,9.6158724,16250,1
411844101,2022,41,63,3969,0,1,1,0,4,15,36000,10.491302,53400,1
411846104,2022,41,42,1764,1,1,1,1,5,16,46400,10.745076,38250,1
411849101,2022,41,54,2916,1,1,0,1,3,12,45500,10.72549,30150,1
411852102,2022,41,55,3025,0,0,0,1,2,9,18000,9.7981825,17500,1
411863102,2022,41,49,2401,0,0,0,1,1,6,1800,7.4960976,10300,0
411864103,2022,41,45,2025,1,1,0,1,4,15,45000,10.71444,30000,1
411865103,2022,41,59,3481,1,1,0,1,5,16,43200,10.673619,42333.332,1
411875101,2022,41,47,2209,1,1,0,1,5,16,65000,11.082158,30000,1
411876101,2022,41,52,2704,1,1,0,1,2,9,25000,10.126671,60000,1
411879101,2022,41,55,3025,1,1,0,1,5,16,85000,11.350418,900000,1
411880101,2022,41,64,4096,0,1,0,1,4,15,30000,10.308986,52800,0
311636103,2022,31,32,1024,1,1,1,1,5,16,264400,12.485222,180000,1
310718101,2022,31,51,2601,1,1,1,1,5,16,160000,11.982935,66666.664,1
410488105,2022,11,19,361,1,0,1,1,2,9,110000,11.608245,120000,1
411240103,2022,41,31,961,1,1,0,1,5,16,125500,11.740069,76000,1
411359103,2022,31,24,576,1,0,0,0,3,12,20000,9.9035378,30000,1
411463104,2022,34,32,1024,0,1,1,1,5,16,40000,10.59666,15000,1
416473432,2022,51,52,2704,0,1,1,1,2,9,32400,10.385944,30201.666,1
410938105,2022,11,25,625,0,0,1,1,5,16,70000,11.156265,68007,1
411042105,2022,11,23,529,1,0,1,1,3,12,60000,11.002116,90000,1
440445103,2022,44,39,1521,1,1,1,1,3,12,100000,11.512936,100000,1
440472103,2022,44,28,784,1,0,1,1,5,16,60000,11.002116,80000,1
441779104,2022,44,20,400,0,0,1,1,3,12,36000,10.491302,36000,1
410279104,2022,41,30,900,0,1,1,1,4,15,36000,10.491302,25000,0
411416108,2022,31,22,484,1,0,1,1,3,12,17800,9.7870102,50000,1
420002101,2022,42,48,2304,1,1,1,1,2,9,10000,9.2104406,79833.336,1
420004102,2022,42,33,1089,1,1,0,0,2,9,70000,11.156265,55900,1
420006103,2022,42,38,1444,0,1,1,0,1,6,62400,11.041337,45550,1
420009102,2022,42,58,3364,0,1,1,0,2,9,30000,10.308986,60650,1
420010104,2022,42,39,1521,0,1,1,1,2,9,66000,11.097425,28857.143,1
420013101,2022,42,57,3249,1,1,1,0,2,9,100000,11.512936,30285.715,1
420016102,2022,42,54,2916,1,1,1,1,2,9,38400,10.555839,26666.666,1
420022207,2022,42,53,2809,0,1,1,1,3,12,44700,10.707751,46250,1
420045101,2022,42,47,2209,1,1,1,1,3,12,108000,11.589896,60000,1
420054101,2022,42,52,2704,1,1,1,1,2,9,80000,11.289794,55433.332,1
420062104,2022,42,58,3364,0,1,0,1,2,9,10000,9.2104406,61300,0
420070101,2022,42,46,2116,1,1,0,1,3,12,58000,10.968216,39166.668,1
420075101,2022,42,52,2704,1,1,1,1,6,19,110000,11.608245,73333.336,1
420090101,2022,42,49,2401,1,1,0,1,5,16,150000,11.918397,83333.336,1
420120101,2022,42,46,2116,0,1,1,1,3,12,25000,10.126671,36666.668,1
420253101,2022,42,49,2401,1,1,1,1,2,9,3000,8.0067005,30000,1
420254652,2022,42,32,1024,0,1,1,1,3,12,4300,8.3666029,4185.8335,1
420258101,2022,13,48,2304,1,1,1,1,2,9,60000,11.002116,15175,1
420261103,2022,42,41,1681,1,1,1,1,2,9,36000,10.491302,23100,1
420268101,2022,42,56,3136,1,1,1,1,3,12,40000,10.59666,30666.666,1
420275101,2022,42,55,3025,1,0,1,1,1,6,44000,10.691968,30600,1
420276101,2022,42,49,2401,1,1,1,1,2,9,0,0,13333.333,1
420280101,2022,42,48,2304,1,1,1,1,2,9,28000,10.239996,23333.334,1
420294101,2022,42,55,3025,1,1,1,1,1,6,0,0,5300,1
420298103,2022,42,45,2025,1,1,1,0,3,12,36000,10.491302,8333.333,1
420306102,2022,42,60,3600,0,0,1,1,1,6,21000,9.9523249,25700,1
420311101,2022,42,55,3025,0,1,1,1,0,0,2000,7.6014023,32400,1
420316101,2022,42,53,2809,1,1,1,1,1,6,20000,9.9035378,20000,1
420317103,2022,44,27,729,1,0,1,1,4,15,75000,11.225257,75600,1
420326101,2022,42,44,1936,0,1,1,1,1,6,20000,9.9035378,15666.667,1
420338102,2022,42,52,2704,0,0,1,1,0,0,15000,9.6158724,12000,1
420343531,2022,42,34,1156,1,1,1,1,5,16,150000,11.918397,69333.336,1
420344431,2022,42,28,784,0,0,1,1,5,16,42500,10.657283,75000,1
420360101,2022,42,54,2916,1,1,1,1,2,9,22400,10.016861,48000,1
420362102,2022,42,57,3249,0,1,0,1,4,15,6000,8.6996813,25000,1
420367101,2022,42,50,2500,1,1,0,1,4,15,58000,10.968216,57000,1
420368102,2022,42,57,3249,1,1,0,1,3,12,30000,10.308986,34000,1
420389102,2022,42,54,2916,1,1,1,1,1,6,14000,9.5468836,10000,0
420398101,2022,42,54,2916,1,0,1,1,2,9,18000,9.7981825,18000,1
420412101,2022,42,60,3600,0,1,0,1,3,12,6000,8.6996813,23500,0
420415101,2022,42,52,2704,1,1,1,1,3,12,0,0,13200,1
420427103,2022,42,38,1444,1,1,1,1,4,15,120000,11.695255,33333.332,1
420435101,2022,42,44,1936,0,1,1,1,4,15,40000,10.59666,55000,1
420448101,2022,42,35,1225,1,1,0,1,4,15,42400,10.654927,58333.332,1
420453102,2022,42,41,1681,1,0,0,1,5,16,300000,12.611541,420000,1
420455102,2022,42,50,2500,1,1,0,1,5,16,150000,11.918397,84000,1
420456103,2022,42,50,2500,0,1,0,1,4,15,100000,11.512936,150000,1
420463101,2022,42,58,3364,1,1,0,1,3,12,18000,9.7981825,45000,1
420479101,2022,42,54,2916,0,1,1,1,4,15,92000,11.429555,80000,1
420490102,2022,42,50,2500,1,1,1,1,5,16,80000,11.289794,115000,1
420493101,2022,42,45,2025,1,1,1,1,5,16,204300,12.227349,109433.34,1
410274104,2022,13,21,441,1,0,1,0,3,12,60000,11.002116,60000,1
410345103,2022,41,23,529,0,0,1,1,5,16,3000,8.0067005,10000,1
411005103,2022,41,39,1521,0,1,1,1,5,16,45000,10.71444,40000,1
411050103,2022,44,33,1089,1,1,1,1,2,9,65000,11.082158,50000,1
411118105,2022,31,42,1764,1,0,1,1,3,12,38000,10.545368,38000,1
620230105,2022,62,45,2025,1,1,0,1,5,16,49716,10.814102,30000,1
440445105,2022,44,36,1296,0,1,1,1,2,9,32400,10.385944,13333.333,1
440976101,2022,44,55,3025,0,1,0,1,3,12,100000,11.512936,118200,1
311300101,2022,31,32,1024,1,1,1,1,7,22,340000,12.736704,430250,1
312363102,2022,31,31,961,0,0,0,1,6,19,250000,12.42922,260000,1
411325104,2022,44,21,441,1,0,1,1,2,9,85000,11.350418,85900,1
440427104,2022,44,32,1024,0,1,1,1,4,15,6000,8.6996813,66666.664,1
440465102,2022,44,26,676,0,0,1,1,5,16,60000,11.002116,70000,1
424976701,2022,44,23,529,0,1,1,1,4,15,37580,10.534254,20000,1
441848106,2022,44,25,625,1,0,1,1,1,6,17500,9.7700129,40050,0
410944107,2022,31,25,625,1,0,1,1,3,12,108000,11.589896,120000,1
410084103,2022,31,31,961,1,0,1,1,6,19,150000,11.918397,300000,1
410332105,2022,41,35,1225,1,1,0,1,1,6,40000,10.59666,15000,1
411325101,2022,41,49,2401,0,1,1,1,1,6,36000,10.491302,45000,1
411395105,2022,33,22,484,0,0,1,1,5,16,23500,10.064798,30000,1
410903103,2022,41,36,1296,0,1,0,1,5,16,115000,11.652696,50000,1
621180104,2022,62,39,1521,1,0,0,1,2,9,40000,10.59666,17933.334,1
430003103,2022,43,47,2209,0,1,0,1,4,15,35600,10.480129,27933.334,1
430007102,2022,43,54,2916,1,1,0,1,5,16,180000,12.100718,65333.332,1
430024102,2022,43,54,2916,0,1,1,1,4,15,147000,11.898194,102750,1
430028102,2022,43,53,2809,0,1,0,1,5,16,160000,11.982935,116666.66,1
430077102,2022,43,46,2116,0,1,1,1,4,15,100000,11.512936,126000,1
430086101,2022,43,47,2209,0,1,1,1,4,15,57000,10.950824,56666.668,1
430089101,2022,43,42,1764,0,1,1,1,5,16,240000,12.388398,112800,1
430102103,2022,43,45,2025,0,1,0,1,5,16,118800,11.685205,70000,1
430119103,2022,43,45,2025,1,1,0,1,3,12,76000,11.238502,45000,1
430125431,2022,43,44,1936,0,1,0,1,4,15,170000,12.04356,150000,1
430130101,2022,43,54,2916,1,1,0,1,3,12,80000,11.289794,61966.668,1
430131102,2022,43,53,2809,1,1,0,1,4,15,65000,11.082158,83333.336,1
430132103,2022,43,40,1600,0,1,0,1,4,15,28800,10.268166,14000,1
430139101,2022,14,54,2916,1,1,0,1,3,12,200000,12.206078,138700,1
430167102,2022,43,47,2209,1,1,0,1,4,15,80000,11.289794,60666.668,1
430184102,2022,43,51,2601,1,1,1,1,2,9,60000,11.002116,85000,1
430209102,2022,43,52,2704,1,0,1,1,2,9,40000,10.59666,20000,1
430214101,2022,43,56,3136,1,1,1,1,3,12,120000,11.695255,68400,0
430216101,2022,43,47,2209,0,1,0,1,3,12,40000,10.59666,33333.332,1
170939551,2022,43,34,1156,0,1,0,1,6,19,73000,11.198229,38400,1
430220101,2022,43,60,3600,1,1,1,1,3,12,50000,10.819798,70000,0
430221101,2022,43,45,2025,0,1,0,1,3,12,50000,10.819798,46000,1
430227103,2022,43,23,529,0,0,1,1,3,12,47040,10.758775,36020,1
430229101,2022,43,61,3721,1,1,0,1,3,12,30000,10.308986,52000,1
430234101,2022,43,48,2304,1,1,1,1,3,12,74500,11.218568,43200,1
430242103,2022,43,37,1369,1,0,1,1,3,12,62400,11.041337,22723.334,1
430252102,2022,43,60,3600,1,1,1,1,3,12,4000,8.2943001,13333.333,1
430253102,2022,43,58,3364,1,1,0,1,1,6,46800,10.75366,32000,1
430257101,2022,43,41,1681,0,1,1,1,2,9,30000,10.308986,16666.666,1
430258101,2022,43,50,2500,1,1,1,1,4,15,22000,9.9988432,47350,1
430267103,2022,43,48,2304,1,1,0,1,2,9,23650,10.07116,20637.5,1
430272581,2022,43,39,1521,0,1,1,1,3,12,28800,10.268166,22333.334,1
430302103,2022,43,44,1936,1,1,0,1,3,12,60000,11.002116,17895,1
430314103,2022,43,38,1444,1,1,1,1,2,9,50000,10.819798,15433.333,1
430322102,2022,43,56,3136,1,1,1,1,1,6,45000,10.71444,20000,1
430323103,2022,43,56,3136,1,1,1,1,0,0,9600,9.1696224,9600,1
430368103,2022,43,40,1600,1,1,1,1,3,12,40000,10.59666,33333.332,1
430370103,2022,44,43,1849,1,1,1,1,1,6,90000,11.407576,16666.666,1
430382101,2022,43,61,3721,1,0,1,1,3,12,50000,10.819798,72240,1
430387102,2022,43,41,1681,0,1,0,1,4,15,50000,10.819798,116666.66,1
430389103,2022,43,32,1024,0,1,0,1,4,15,50000,10.819798,25000,1
430391101,2022,43,52,2704,1,1,0,1,3,12,25000,10.126671,15000,1
430401102,2022,43,49,2401,1,1,1,1,1,6,43200,10.673619,16600,1
430402101,2022,43,59,3481,1,1,0,1,4,15,100000,11.512936,62000,1
430416101,2022,44,53,2809,1,1,1,1,3,12,58800,10.981915,58800,1
430417431,2022,43,34,1156,0,1,1,0,2,9,40200,10.601647,6875,1
430418101,2022,43,48,2304,1,1,1,0,2,9,109166,11.600635,12440,0
430431104,2022,43,34,1156,0,1,1,1,3,12,35000,10.463132,28314.285,1
430434102,2022,43,52,2704,1,1,1,1,1,6,24000,10.085851,31333.334,1
430440101,2022,43,45,2025,0,1,1,1,2,9,17500,9.7700129,41083.332,1
430441102,2022,43,54,2916,1,1,1,1,2,9,3600,8.1889668,8750,1
430442103,2022,43,45,2025,1,1,1,1,2,9,18000,9.7981825,31000,1
430445101,2022,43,55,3025,1,1,1,1,2,9,80000,11.289794,25582.5,1
430462101,2022,43,43,1849,1,1,1,1,2,9,12000,9.392745,16666.666,1
430473103,2022,43,34,1156,0,0,1,1,2,9,32000,10.373523,32000,1
430484103,2022,43,49,2401,1,1,1,1,2,9,48000,10.778977,9405,1
430490102,2022,43,43,1849,0,1,1,1,2,9,39000,10.571342,25000,1
430491101,2022,43,49,2401,0,1,1,1,1,6,37200,10.524091,19486.666,0
430523101,2022,43,41,1681,1,1,0,1,3,12,45000,10.71444,11881.818,1
430529203,2022,43,26,676,1,1,1,1,3,12,80000,11.289794,83333.336,1
430552103,2022,33,35,1225,0,1,1,0,2,9,45000,10.71444,18549.666,1
430569103,2022,43,27,729,0,0,1,0,4,15,58000,10.968216,58300,1
430585103,2022,43,37,1369,1,1,1,1,2,9,50000,10.819798,21428.572,1
